marketId,chainId,collateral_symbol,collateral_address,loan_symbol,loan_address,borrow_usd,collateral_usd
0x5d41b8d23ccf6d9e9f7e2b1b357d92bba6ef0367d6ef8ceda965f73e52108461,1,USP,0x098697bA3Fee4eA76294C5d6A466a4e3b3E95FE6,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,4672573.085214531,8394737.92828199
0x8924445a76b678c536df977ed9222fb0b23ee5311497dd0223fe6270bb20b4e6,1,sUSN,0xE24a3DC889621612422A64E6388927901608B91D,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,4652122.918318363,6878333.475656848
0xa9f70093360419b4544f17a4553ac5847d896be23f020295bd95c24af4df700e,1,wsrUSD,0xd3fD63209FA2D55B07A0f6db36C2f43900be3094,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,4647410.0813691905,6023987.574678481
0xd8a8e6667f58aa9229e8979bd619742b1660ee856c200a93e407dbccb7222323,1,cbBTC,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,PYUSD,0x6c3ea9036406852006290770BEdFcAbA0e23A0e8,4620190.6916243695,8242728.076719488
0x49b89ee666acc242de6a2f25ffdbb25dcc693a7f4746d8d4afeb51c440fa938a,1,AVLT,0x74dB7a52773A52699dbC0c01b1254E5301E3e119,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,4266192.197332867,5460235.166163147
0xb55c0ebe12c4af149ce74ba4d83ca847c3be6787921b36b51a4d98bd105163e2,1,wJAAA,0x86b495e4Cb00AB18Ad94BFD7920479cC79E8eBFE,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,4081135.564238319,4669861.145828457
0xbe50eed784490d6c32f398902b55eb5e1bd5af89e1f554993ad5fea899be090b,1,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,PYUSD,0x6c3ea9036406852006290770BEdFcAbA0e23A0e8,3872985.656898643,7997607.991599322
0xa128dddc761075df9a9a60689f3a41a989b245aad506352c509c0c3a76a9ec6b,1,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,RLUSD,0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD,3857633.905949326,6356788.877590003
0xb317d11c2bc2c0c8e6ea3c6517731cf667c86f2c716624be50319a6d32a97e8d,1,msY,0x890A5122Aa1dA30fEC4286DE7904Ff808F0bd74A,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,3731724.830230177,4493470.973828097
0x09cf702bb8b6fe8c6effb6021744e365f598b89bc28f3ea7cd6c55115af825df,1,sUSDS,0xa3931d71877C0E7a3148CB7Eb4463524FEc27fbD,AUSD,0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a,3556862.645885211,4015345.4590909313
